order-id	order-item-id	quantity	ship-date	carrier-code	carrier-name	tracking-number	ship-method
113-5970369-4275416	49352173290642	1	2019-02-26	FedEx	FedEx	454209780088	FedEx
111-7868916-3037038	20523662771658	1	2019-02-26	FedEx	FedEx	454209780240	FedEx
111-7868916-3037038	20523662771658	1	2019-02-26	FedEx	FedEx	454209780240	FedEx
111-7868916-3037038	20523662771658	1	2019-02-26	FedEx	FedEx	454209780240	FedEx
111-7868916-3037038	20523662771658	1	2019-02-26	FedEx	FedEx	454209780240	FedEx
111-8230098-4009851	30527682660538	1	2019-02-26	FedEx	FedEx	454209780228	FedEx
111-8230098-4009851	30527682660538	1	2019-02-26	FedEx	FedEx	454209780228	FedEx
111-8230098-4009851	30527682660538	1	2019-02-26	FedEx	FedEx	454209780228	FedEx
111-8230098-4009851	30527682660538	1	2019-02-26	FedEx	FedEx	454209780228	FedEx
113-3442015-1501845	67259123331202	1	2019-02-26	FedEx	FedEx	454209780283	FedEx
113-3442015-1501845	67259123331202	1	2019-02-26	FedEx	FedEx	454209780283	FedEx
113-3442015-1501845	67259123331202	1	2019-02-26	FedEx	FedEx	454209780283	FedEx
113-3442015-1501845	67259123331202	1	2019-02-26	FedEx	FedEx	454209780283	FedEx
112-0683615-0151464	48563879571410	1	2019-02-27	FedEx	FedEx	454209780125	FedEx
114-6582905-1679449	40986336359826	2	2019-02-27	FedEx	FedEx	454209780217	FedEx
114-8931571-7665801	08419045246098	1	2019-02-27	FedEx	FedEx	454209780261	FedEx
114-8931571-7665801	08419045246098	1	2019-02-27	FedEx	FedEx	454209780261	FedEx
114-8931571-7665801	08419045246098	1	2019-02-27	FedEx	FedEx	454209780261	FedEx
114-8931571-7665801	08419045246098	1	2019-02-27	FedEx	FedEx	454209780261	FedEx
112-4964834-6904217	18696678825642	1	2019-02-27	FedEx	FedEx	454209780158	FedEx
113-7983735-6305063	65649672672378	1	2019-02-27	FedEx	FedEx	454209780342	FedEx
111-5768756-6410618	15413712841378	1	2019-02-27	FedEx	FedEx	454209780114	FedEx
113-8840348-3682645	41035265997058	1	2019-02-27	FedEx	FedEx	454209780180	FedEx
114-5999904-2042603	08677568171050	1	2019-02-27	FedEx	FedEx	454209780397	FedEx
114-9674612-7437032	19063346134130	1	2019-02-27	FedEx	FedEx	454209780456	FedEx
114-1077651-2062650	28686564632322	1	2019-02-27	FedEx	FedEx	454209780099	FedEx
114-2631632-0807427	69435070169122	1	2019-02-27	FedEx	FedEx	454209780103	FedEx
113-1625975-5538646	54251365603258	1	2019-02-27	FedEx	FedEx	454209780206	FedEx
112-2587836-1344240	26868566642570	1	2019-02-27	FedEx	FedEx	454209780169	FedEx
113-8117393-1841823	10800614092042	1	2019-02-27	FedEx	FedEx	454209780136	FedEx
114-4088868-8365065	58154572949058	2	2019-02-27	FedEx	FedEx	454209780170	FedEx
112-5315651-8298658	59645420827554	1	2019-02-27	FedEx	FedEx	454209780191	FedEx
113-0983282-5796240	54466794485090	1	2019-02-27	FedEx	FedEx	454209780386	FedEx
113-0983282-5796240	54466794485090	1	2019-02-27	FedEx	FedEx	454209780386	FedEx
113-0983282-5796240	54466794485090	1	2019-02-27	FedEx	FedEx	454209780386	FedEx
113-0983282-5796240	54466794485090	1	2019-02-27	FedEx	FedEx	454209780386	FedEx
114-3340029-6885026	58455968180874	1	2019-02-27	FedEx	FedEx	454209780147	FedEx
113-4607560-9241045	52643639899002	1	2019-02-27	FedEx	FedEx	454209780309	FedEx
113-4607560-9241045	52643639899002	1	2019-02-27	FedEx	FedEx	454209780309	FedEx
113-4607560-9241045	52643639899002	1	2019-02-27	FedEx	FedEx	454209780309	FedEx
113-4607560-9241045	52643639899002	1	2019-02-27	FedEx	FedEx	454209780309	FedEx
112-0358638-2284235	21258560618378	1	2019-02-27	FedEx	FedEx	454209780320	FedEx
112-8433487-4637056	38671272385794	1	2019-02-27	FedEx	FedEx	454209780331	FedEx
113-7382445-5951433	69121843922714	1	2019-02-27	FedEx	FedEx	454209780445	FedEx
114-5918810-4297820	01270055068202	1	2019-02-27	FedEx	FedEx	454209780412	FedEx
113-9735826-4873066	09715467985842	1	2019-02-27	FedEx	FedEx	454209780353	FedEx
113-4121484-5650657	64915764919506	1	2019-02-27	FedEx	FedEx	454209780364	FedEx
112-4196180-9504228	14361308569434	1	2019-02-27	FedEx	FedEx	454209780423	FedEx
111-1591918-0165843	24364518880370	1	2019-02-27	FedEx	FedEx	454209780434	FedEx
113-7662190-6907441	46272535231666	1	2019-02-27	FedEx	FedEx	454209780375	FedEx
113-4605526-0769837	05403657218666	1	2019-02-27	FedEx	FedEx	454209780401	FedEx
