order-id	order-item-id	quantity	ship-date	carrier-code	carrier-name	tracking-number	ship-method
111-4120622-0333864	42843144603906	1	2018-06-25	FedEx	FedEx	169010434465261	FedEx
114-4430772-4609020	28039839462562	1	2018-06-25	FedEx	FedEx	169010434465285	FedEx
113-3344536-2912229	17085985819642	1	2018-06-25	FedEx	FedEx	169010434465278	FedEx
111-8551770-7396251	19580783515226	2	2018-06-25	FedEx	FedEx	169010434465292	FedEx
113-9016746-2326615	37183118420042	1	2018-06-25	FedEx	FedEx	169010434465315	FedEx
114-3074237-0741019	57023687205314	1	2018-06-25	FedEx	FedEx	169010434464950	FedEx
114-3971968-5804221	67737234313258	4	2018-06-25	FedEx	FedEx	169010434464646	FedEx
114-1249652-2968259	53687378656306	1	2018-06-25	FedEx	FedEx	169010434464967	FedEx
112-8770913-8870661	61075320208210	2	2018-06-25	FedEx	FedEx	169010434464981	FedEx
114-9251847-0225008	09835925624434	1	2018-06-25	FedEx	FedEx	169010434464912	FedEx
112-4376868-1257057	14673007099690	1	2018-06-25	FedEx	FedEx	169010434465001	FedEx
114-4957790-8057051	13438751571218	2	2018-06-25	FedEx	FedEx	169010434464615	FedEx
112-9012447-1041031	00724663222858	1	2018-06-25	FedEx	FedEx	169010434464684	FedEx
113-2009147-5646616	49010938926458	1	2018-06-25	FedEx	FedEx	169010434464677	FedEx
113-2312709-1589048	48446033512058	2	2018-06-25	FedEx	FedEx	169010434464608	FedEx
113-1159112-4082646	17267181068786	1	2018-06-25	FedEx	FedEx	169010434464691	FedEx
113-1718258-2254645	56275427766866	2	2018-06-25	FedEx	FedEx	169010434464592	FedEx
111-3439626-3445032	40103769174922	2	2018-06-25	FedEx	FedEx	169010434464622	FedEx
112-2254292-1909822	48816866764106	1	2018-06-25	FedEx	FedEx	169010434464660	FedEx
112-1397446-5696223	65298260286978	1	2018-06-25	FedEx	FedEx	169010434464936	FedEx
111-6598758-9557823	23478823315122	1	2018-06-25	FedEx	FedEx	169010434464752	FedEx
112-8806778-3662635	30325380653722	1	2018-06-25	FedEx	FedEx	169010434464899	FedEx
111-7558154-5001849	56533714544162	1	2018-06-25	FedEx	FedEx	169010434464998	FedEx
113-2809465-1448233	52527198993970	1	2018-06-25	FedEx	FedEx	169010434464882	FedEx
112-8439664-2913863	52224107467850	1	2018-06-25	FedEx	FedEx	169010434464707	FedEx
114-1871479-5425062	16353691015226	1	2018-06-25	FedEx	FedEx	169010434464943	FedEx
114-1459837-0686647	58461373910394	1	2018-06-25	FedEx	FedEx	169010434464974	FedEx
114-9773718-7143446	02914568731330	1	2018-06-25	FedEx	FedEx	169010434464714	FedEx
111-0874479-0738613	56781082994610	3	2018-06-25	FedEx	FedEx	169010434464639	FedEx
112-0354982-4129801	24828236312914	1	2018-06-25	FedEx	FedEx	169010434464653	FedEx
113-1658588-7017050	56321226558018	1	2018-06-25	FedEx	FedEx	169010434464738	FedEx
111-2865907-3297851	32321845030602	1	2018-06-25	FedEx	FedEx	169010434464745	FedEx
114-5523318-5934637	00843447368490	1	2018-06-25	FedEx	FedEx	169010434465018	FedEx
111-6156463-2073837	45634978004066	1	2018-06-25	FedEx	FedEx	169010434464929	FedEx
114-1640863-1943411	09221598332826	1	2018-06-25	FedEx	FedEx	169010434464721	FedEx
113-0292648-0991418	30582813450778	1	2018-06-25	FedEx	FedEx	169010434464769	FedEx
113-6826562-5649819	44773913546978	1	2018-06-25	FedEx	FedEx	169010434464905	FedEx
