order-id	order-item-id	quantity	ship-date	carrier-code	carrier-name	tracking-number	ship-method
113-1475783-7865808	05931499196634	1	2018-07-11	FedEx	FedEx	169010434480448	FedEx
113-1475783-7865808	05931499196634	1	2018-07-11	FedEx	FedEx	169010434480448	FedEx
114-8112011-5846638	25704765069810	1	2018-07-11	FedEx	FedEx	169010434480479	FedEx
114-2372183-7257819	34247575797082	1	2018-07-12	FedEx	FedEx	169010434481643	FedEx
113-6008935-6369022	66720195131650	1	2018-07-12	FedEx	FedEx	169010434481650	FedEx
113-2409848-6423426	37569497231482	1	2018-07-12	FedEx	FedEx	169010434481629	FedEx
114-9848610-6881063	03097012395194	1	2018-07-12	FedEx	FedEx	169010434481636	FedEx
111-5454672-3373004	01031259325442	1	2018-07-11	FedEx	FedEx	169010434480509	FedEx
112-9912402-9265819	57736406478098	1	2018-07-11	FedEx	FedEx	169010434480462	FedEx
111-8483307-7035435	15824594905450	1	2018-07-11	FedEx	FedEx	169010434480455	FedEx
